 TITLE = "3D CFD - Natural Convection - Field Scalar Data"
 VARIABLES = "X", "Y", "Z", "Pressure", "U-Velocity", "V-Velocity", "W-Velocity"
 , "Temperature"
ZONE I=  3 J=  7 K=  3 DATAPACKING=POINT

  2.500000000000000E-003  2.500000000000000E-003  2.500000000000000E-003
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000   1.00000000000000     
  5.000000000000000E-003  2.500000000000000E-003  2.500000000000000E-003
   4.56559075543337       0.000000000000000E+000  0.000000000000000E+000
 -0.769920737860057        1.00000000000000     
  7.500000000000000E-003  2.500000000000000E-003  2.500000000000000E-003
  2.784004461169332E-003  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000   1.00000000000000     
  2.500000000000000E-003  5.000000000000000E-003  2.500000000000000E-003
   7.27217662501210       0.000000000000000E+000  0.000000000000000E+000
 -0.769920737860057        1.00000000000000     
  5.000000000000000E-003  5.000000000000000E-003  2.500000000000000E-003
   9.56641639594733       0.000000000000000E+000  0.000000000000000E+000
 -0.769920737860057        1.00000000000000     
  7.500000000000000E-003  5.000000000000000E-003  2.500000000000000E-003
   7.27303678321673       0.000000000000000E+000  0.000000000000000E+000
 -0.769920737860057        1.00000000000000     
  2.500000000000000E-003  7.500000000000000E-003  2.500000000000000E-003
   10.0767578082082       0.000000000000000E+000  0.000000000000000E+000
 -0.711668891055859        1.00000000000000     
  5.000000000000000E-003  7.500000000000000E-003  2.500000000000000E-003
   12.0773374742288       0.000000000000000E+000  0.000000000000000E+000
 -0.711668891055859        1.00000000000000     
  7.500000000000000E-003  7.500000000000000E-003  2.500000000000000E-003
   10.0770106376909       0.000000000000000E+000  0.000000000000000E+000
 -0.711668891055859        1.00000000000000     
  2.500000000000000E-003  1.000000000000000E-002  2.500000000000000E-003
   10.8042289405024       0.000000000000000E+000  0.000000000000000E+000
 -0.696840884660894        1.00000000000000     
  5.000000000000000E-003  1.000000000000000E-002  2.500000000000000E-003
